order_id,product_id,order_date,ship_date,delivery_days,order_year,order_month
ES-2013-ML18265120-41587,OFF-AR-3547,2013-09-11,2013-11-14,5,2013,11
IN-2015-NP1832527-42338,OFF-FA-3075,2015-11-30,2015-05-12,5,2015,11
SF-2014-NS8505117-42004,OFF-AR-6113,2014-12-31,2015-06-01,6,2014,12
BU-2013-PC874519-41579,OFF-BI-6397,2013-01-11,2013-05-11,4,2013,11
US-2014-SC20770140-41712,OFF-PA-6092,2014-03-14,2014-03-16,2,2014,3
KZ-2012-PR888068-41144,OFF-ST-4261,2012-08-23,2012-08-26,3,2012,8
KZ-2012-PR888068-41144,OFF-BI-6400,2012-08-23,2012-08-26,3,2012,8
EG-2012-PP895538-41062,OFF-AR-6120,2012-02-06,2012-07-06,5,2012,6
TU-2014-PJ9015134-41842,OFF-ST-4263,2014-07-22,2014-07-26,4,2014,7
LI-2012-PM913573-41011,OFF-LA-4678,2012-12-04,2012-04-14,2,2012,4
IN-2014-PW19240130-41879,OFF-LA-4528,2014-08-28,2014-01-09,4,2014,8
UP-2015-RK9300137-42341,OFF-FA-3071,2015-03-12,2015-09-12,6,2015,12
ES-2015-RR1931548-42158,OFF-LA-5387,2015-03-06,2015-08-06,5,2015,6
MO-2015-RS942086-42336,OFF-ST-6038,2015-11-28,2015-03-12,5,2015,11
GG-2014-RD966047-41995,OFF-BI-2919,2014-12-22,2014-12-26,4,2014,12
CA-2015-SC20770140-42328,OFF-AR-5585,2015-11-20,2015-11-22,2,2015,11
TU-2015-RD9810134-42132,OFF-AR-3490,2015-08-05,2015-05-13,5,2015,5
CA-2014-SC20770140-41803,OFF-BI-3279,2014-06-13,2014-06-16,3,2014,6
IT-2012-RD19930120-41222,OFF-AR-5924,2012-09-11,2012-11-15,6,2012,11
ID-2012-SJ2012597-41254,OFF-LA-4686,2012-11-12,2012-12-17,6,2012,12
CA-2014-SC20770140-41809,OFF-PA-6452,2014-06-19,2014-06-21,2,2014,6
CA-2015-SC20770140-42066,OFF-FA-6129,2015-03-03,2015-09-03,6,2015,3
CA-2014-SC20770140-41809,OFF-BI-3983,2014-06-19,2014-06-21,2,2014,6
CA-2015-SC20770140-42066,OFF-BI-6407,2015-03-03,2015-09-03,6,2015,3
TO-2012-ST10530131-41212,OFF-LA-5401,2012-10-30,2012-03-11,4,2012,10
CA-2013-SV20785140-41397,FUR-CH-4417,2013-03-05,2013-07-05,4,2013,5
UG-2013-SG10605136-41441,OFF-BI-3295,2013-06-16,2013-06-21,5,2013,6
CA-2013-SV20785140-41585,FUR-CH-5767,2013-07-11,2013-09-11,2,2013,11
CA-2012-SV20785140-41061,OFF-ST-4752,2012-01-06,2012-05-06,4,2012,6
ES-2014-TB2117545-41906,OFF-BI-6397,2014-09-24,2014-01-10,7,2014,9
TU-2014-TB11175134-41993,OFF-ST-4250,2014-12-20,2014-12-23,3,2014,12
MX-2015-TH21550101-42328,OFF-FA-6202,2015-11-20,2015-11-25,5,2015,11
CA-2012-SV20785140-41061,TEC-PH-5244,2012-01-06,2012-05-06,4,2012,6
MX-2012-GA147255-41266,OFF-FA-6195,2012-12-23,2012-12-30,7,2012,12
US-2015-MW182205-42095,OFF-BI-3293,2015-01-04,2015-01-04,0,2015,4
US-2012-RB1936098-41063,OFF-SU-2967,2012-03-06,2012-06-06,3,2012,6
US-2014-SC2084518-41669,OFF-LA-5400,2014-01-30,2014-04-02,5,2014,1
US-2014-DL1292518-41896,OFF-FA-6191,2014-09-14,2014-09-18,4,2014,9
MX-2013-TS2161082-41318,OFF-BI-3719,2013-02-13,2013-02-20,7,2013,2
US-2015-AB1010555-42332,OFF-AR-5925,2015-11-24,2015-01-12,7,2015,11
MX-2014-JH1543039-41844,OFF-LA-5390,2014-07-24,2014-07-28,4,2014,7
MX-2015-PR1888018-42312,OFF-AR-3539,2015-04-11,2015-09-11,5,2015,11
MX-2013-TB2125018-41599,OFF-FA-6206,2013-11-21,2013-11-23,2,2013,11
US-2015-VD2167055-42311,OFF-LA-4695,2015-03-11,2015-07-11,4,2015,11
MX-2013-LH1702082-41633,OFF-AR-6121,2013-12-25,2013-12-29,4,2013,12
MX-2014-DB1336055-41818,OFF-FA-3074,2014-06-28,2014-03-07,5,2014,6
MX-2014-HE1480051-41908,OFF-LA-5375,2014-09-26,2014-01-10,5,2014,9
US-2014-KB1658555-41791,OFF-FA-2959,2014-01-06,2014-05-06,4,2014,6
MX-2014-SC2023082-41718,OFF-AR-3531,2014-03-20,2014-03-24,4,2014,3
CA-2013-SV20785140-41567,FUR-TA-5791,2013-10-20,2013-10-24,4,2013,10
CA-2014-SV20785140-41786,TEC-MA-4278,2014-05-27,2014-01-06,5,2014,5
TU-2015-AD180134-42364,OFF-LA-4534,2015-12-26,2015-12-30,4,2015,12
CA-2014-SV20785140-41786,TEC-PH-3812,2014-05-27,2014-01-06,5,2014,5
ID-2012-AG10330102-41240,OFF-SU-4303,2012-11-27,2012-02-12,5,2012,11
IT-2015-AM1036045-42167,TEC-MA-6133,2015-12-06,2015-06-18,6,2015,6
TU-2014-AG390134-41647,OFF-LA-4685,2014-08-01,2014-08-01,0,2014,1
NI-2015-AG52595-42354,OFF-PA-3997,2015-12-16,2015-12-21,5,2015,12
IN-2015-AH1058527-42027,OFF-ST-4030,2015-01-23,2015-01-28,5,2015,1
ID-2012-AG1090058-41178,OFF-PA-4147,2012-09-26,2012-09-30,4,2012,9
IN-2012-BF1121558-40955,FUR-BO-3628,2012-02-16,2012-02-21,5,2012,2
IV-2012-BE133529-41234,OFF-AR-6124,2012-11-21,2012-11-27,6,2012,11
EG-2013-BH171038-41635,OFF-BI-2915,2013-12-27,2014-01-01,5,2013,12
CA-2014-SV20785140-41786,FUR-CH-4419,2014-05-27,2014-01-06,5,2014,5
CA-2013-SV20785140-41567,FUR-FU-5420,2013-10-20,2013-10-24,4,2013,10
CA-2013-SV20785140-41397,OFF-AR-5929,2013-03-05,2013-07-05,4,2013,5
CA-2013-SV20785140-41397,OFF-ST-4245,2013-03-05,2013-07-05,4,2013,5
CA-2012-SV20785140-41065,OFF-PA-6499,2012-05-06,2012-11-06,6,2012,6
IN-2015-CC126107-42137,OFF-BI-3189,2015-05-13,2015-05-16,3,2015,5
ID-2012-CR12625118-41119,OFF-FA-5472,2012-07-29,2012-01-08,3,2012,7
IN-2014-CM1265527-41833,OFF-LA-3317,2014-07-13,2014-07-17,4,2014,7
CA-2013-SV20785140-41397,TEC-AC-5855,2013-03-05,2013-07-05,4,2013,5
BO-2015-DB291013-42014,OFF-SU-4988,2015-10-01,2015-01-15,5,2015,1
KZ-2015-DL292568-42187,OFF-AR-3484,2015-02-07,2015-07-07,5,2015,7
ID-2013-DR12940102-41444,OFF-AR-3453,2013-06-19,2013-06-24,5,2013,6
IN-2015-DO1343511-42184,OFF-PA-4001,2015-06-29,2015-06-30,1,2015,6
IN-2014-DM1352527-41948,OFF-SU-4126,2014-05-11,2014-10-11,5,2014,11
CA-2013-SV20785140-41397,OFF-AP-3558,2013-03-05,2013-07-05,4,2013,5
SF-2012-EB3975117-41237,OFF-ST-6247,2012-11-24,2012-11-30,6,2012,11
CA-2015-SV20785140-42049,OFF-SU-2971,2015-02-14,2015-02-21,7,2015,2
ID-2015-FC1433559-42222,OFF-PA-6619,2015-06-08,2015-10-08,4,2015,8
CA-2013-SV20785140-41397,OFF-AP-4608,2013-03-05,2013-07-05,4,2013,5
US-2012-SV20785140-41010,OFF-PA-6576,2012-11-04,2012-04-16,5,2012,4
ES-2013-GT14710139-41614,OFF-AR-3549,2013-06-12,2013-11-12,5,2013,12
ES-2015-HR1483064-42013,OFF-AR-6112,2015-09-01,2015-01-14,5,2015,1
CM-2013-HG484522-41483,OFF-ST-4030,2013-07-28,2013-02-08,5,2013,7
IN-2012-HF149957-41019,OFF-LA-5376,2012-04-20,2012-04-23,3,2012,4
ID-2015-IG150857-42222,OFF-ST-6249,2015-06-08,2015-10-08,4,2015,8
TU-2012-JF5355134-40934,OFF-LA-4639,2012-01-26,2012-01-31,5,2012,1
IT-2014-JH1543091-41813,OFF-LA-6054,2014-06-23,2014-06-28,5,2014,6
CA-2015-SV20785140-42049,OFF-AR-3334,2015-02-14,2015-02-21,7,2015,2
MO-2014-JR567086-41768,OFF-EN-5026,2014-09-05,2014-05-13,4,2014,5
SF-2015-JH5910117-42122,OFF-BI-3252,2015-04-28,2015-04-05,6,2015,4
TU-2014-JA5970134-41949,OFF-AR-5920,2014-06-11,2014-09-11,3,2014,11
US-2012-SV20785140-41080,OFF-BI-6367,2012-06-20,2012-06-20,0,2012,6
GH-2015-JH618049-42215,OFF-PA-4481,2015-07-30,2015-03-08,4,2015,7
CA-2014-SV20785140-41786,OFF-PA-6501,2014-05-27,2014-01-06,5,2014,5
ID-2014-KH16330130-41947,OFF-FA-5470,2014-04-11,2014-09-11,5,2014,11
US-2012-SV20785140-41080,OFF-BI-3324,2012-06-20,2012-06-20,0,2012,6
IN-2015-KE1642059-42127,OFF-ST-6025,2015-03-05,2015-07-05,4,2015,5
CA-2012-SV20785140-41061,OFF-AR-5908,2012-01-06,2012-05-06,4,2012,6
CA-2013-SV20785140-41397,OFF-PA-6447,2013-03-05,2013-07-05,4,2013,5
IN-2014-LA167807-41858,OFF-PA-6611,2014-07-08,2014-08-13,6,2014,8
CA-2012-SV20785140-41065,OFF-BI-5644,2012-05-06,2012-11-06,6,2012,6
IN-2012-LH1690027-41209,OFF-ST-6038,2012-10-27,2012-02-11,6,2012,10
CA-2014-SV20785140-41786,OFF-FA-3080,2014-05-27,2014-01-06,5,2014,5
PL-2015-LT7110103-42292,OFF-BI-3292,2015-10-15,2015-10-20,5,2015,10
CA-2013-SC20800140-41619,TEC-AC-5144,2013-11-12,2013-11-12,0,2013,12
ID-2014-LF17185102-41648,OFF-LA-4685,2014-09-01,2014-12-01,3,2014,1
NI-2013-LS724595-41599,OFF-AR-3497,2013-11-21,2013-11-26,5,2013,11
HU-2013-ML739557-41367,OFF-AR-5927,2013-03-04,2013-08-04,5,2013,4
KZ-2014-MS753068-41711,OFF-AR-3489,2014-03-13,2014-03-17,4,2014,3
ZA-2015-MN7935147-42339,OFF-BI-3256,2015-01-12,2015-05-12,4,2015,12
TU-2012-ML8040134-40961,OFF-LA-4694,2012-02-22,2012-02-26,4,2012,2
CA-2013-SC20800140-41619,OFF-ST-4089,2013-11-12,2013-11-12,0,2013,12
NI-2015-NR855095-42166,OFF-AR-3467,2015-11-06,2015-06-16,5,2015,6
CA-2014-SC20800140-41994,TEC-AC-5899,2014-12-21,2014-12-25,4,2014,12
CA-2015-SC20800140-42171,OFF-AR-3970,2015-06-16,2015-06-21,5,2015,6
MX-2013-ON1871528-41538,OFF-BI-4814,2013-09-21,2013-09-26,5,2013,9
ID-2012-PO18850118-41258,OFF-SU-6179,2012-12-15,2012-12-20,5,2012,12
CA-2015-SC20800140-42339,OFF-FA-3472,2015-01-12,2015-05-12,4,2015,12
CA-2015-SV1081523-42361,TEC-PH-5268,2015-12-23,2015-12-25,2,2015,12
IN-2014-PF1922592-41982,OFF-BI-3718,2014-09-12,2014-12-15,6,2014,12
CA-2013-SV20815140-41538,TEC-PH-6014,2013-09-21,2013-09-24,3,2013,9
CA-2015-SV1081523-42361,OFF-SU-6166,2015-12-23,2015-12-25,2,2015,12
CA-2013-SV20815140-41398,OFF-AR-5243,2013-04-05,2013-11-05,7,2013,5
TU-2013-RW9690134-41282,OFF-BI-3716,2013-08-01,2013-12-01,4,2013,1
TU-2013-RW9690134-41282,OFF-BI-4828,2013-08-01,2013-12-01,4,2013,1
ID-2014-RF1973559-41775,OFF-AR-5924,2014-05-16,2014-05-18,2,2014,5
UP-2015-RB9795137-42188,OFF-BI-2912,2015-03-07,2015-10-07,7,2015,7
IR-2012-SZ1003560-40961,OFF-LA-4527,2012-02-22,2012-02-27,5,2012,2
CA-2013-SV20815140-41538,TEC-AC-4799,2013-09-21,2013-09-24,3,2013,9
IS-2015-SM1032063-42213,OFF-BI-4810,2015-07-28,2015-07-29,1,2015,7
CA-2014-SV20815140-41878,OFF-PA-6499,2014-08-27,2014-08-29,2,2014,8
CA-2015-SV1081523-42361,OFF-PA-4182,2015-12-23,2015-12-25,2,2015,12
IN-2015-YS2188058-42136,OFF-ST-6024,2015-12-05,2015-05-18,6,2015,5
US-2013-CK12760143-41468,OFF-BI-3738,2013-07-13,2013-07-18,5,2013,7
US-2012-CW1190536-41241,OFF-LA-6053,2012-11-28,2012-11-30,2,2012,11
MX-2015-LC1705082-42262,FUR-FU-5732,2015-09-15,2015-09-20,5,2015,9
MX-2012-MS1783055-41172,FUR-FU-3067,2012-09-20,2012-09-25,5,2012,9
MX-2014-RB1964551-41961,OFF-EN-3660,2014-11-18,2014-11-23,5,2014,11
US-2014-TB2140018-41947,OFF-AR-5926,2014-04-11,2014-10-11,6,2014,11
MX-2014-MC1742582-41902,OFF-BI-6397,2014-09-20,2014-09-24,4,2014,9
MX-2013-BG1174018-41493,OFF-BI-3733,2013-07-08,2013-08-08,1,2013,8
MX-2015-MC1759031-42239,OFF-PA-4471,2015-08-23,2015-08-26,3,2015,8
MX-2015-MN1793528-42174,OFF-SU-6172,2015-06-19,2015-06-25,6,2015,6
US-2012-TZ2144536-41046,TEC-AC-5860,2012-05-17,2012-05-22,5,2012,5
MX-2015-MY1829582-42321,FUR-BO-5769,2015-11-13,2015-11-17,4,2015,11
MX-2015-NP1868518-42355,OFF-SU-6171,2015-12-17,2015-12-21,4,2015,12
US-2015-AC1066054-42367,OFF-ST-4269,2015-12-29,2016-04-01,6,2015,12
MX-2015-CL1270082-42306,OFF-BI-4830,2015-10-29,2015-04-11,6,2015,10
US-2014-DP1300018-41909,OFF-BI-6398,2014-09-27,2014-01-10,4,2014,9
MX-2013-LP1708082-41521,OFF-BI-3738,2013-04-09,2013-10-09,6,2013,9
TU-2013-AH210134-41437,OFF-AR-3496,2013-12-06,2013-06-17,5,2013,6
CA-2013-SV20815140-41538,FUR-FU-5154,2013-09-21,2013-09-24,3,2013,9
CA-2015-SV20815140-42293,OFF-AR-3287,2015-10-16,2015-10-20,4,2015,10
TO-2015-AB600131-42299,OFF-LA-6030,2015-10-22,2015-10-25,3,2015,10
ES-2012-AA1064564-41268,OFF-LA-6029,2012-12-25,2012-12-31,6,2012,12
CA-2012-SA20830140-41210,TEC-PH-3138,2012-10-28,2012-10-30,2,2012,10
NI-2014-AZ75095-41733,OFF-FA-5473,2014-04-04,2014-07-04,3,2014,4
CA-2015-SA20830140-42083,FUR-TA-3768,2015-03-20,2015-03-23,3,2015,3
CA-2013-SA20830140-41451,FUR-CH-5424,2013-06-26,2013-06-30,4,2013,6
TZ-2014-AP915129-41906,OFF-BI-6375,2014-09-24,2014-09-28,4,2014,9
CA-2013-SA20830140-41451,OFF-BI-4375,2013-06-26,2013-06-30,4,2013,6
CA-2013-SA20830140-41390,FUR-TA-3560,2013-04-26,2013-04-30,4,2013,4
CA-2015-SA20830140-42104,OFF-PA-6467,2015-10-04,2015-12-04,2,2015,4
US-2015-SA20830140-42144,OFF-BI-4370,2015-05-20,2015-05-25,5,2015,5
ZA-2015-BT1305147-42338,OFF-LA-6050,2015-11-30,2015-05-12,5,2015,11
ID-2013-BS113807-41597,OFF-EN-4449,2013-11-19,2013-11-22,3,2013,11
CA-2012-SA1083023-41178,OFF-AR-3458,2012-09-26,2012-09-30,4,2012,9
CA-2015-SA20830140-42083,FUR-FU-3031,2015-03-20,2015-03-23,3,2015,3
ES-2015-CH1207045-42173,OFF-BI-6405,2015-06-18,2015-06-23,5,2015,6
CA-2012-SA20830140-40962,OFF-PA-6584,2012-02-23,2012-02-25,2,2012,2
IZ-2013-CP234061-41290,OFF-FA-3045,2013-01-16,2013-01-21,5,2013,1
CA-2015-SA20830140-42306,OFF-LA-3241,2015-10-29,2015-02-11,4,2015,10
ES-2013-CL12700139-41468,OFF-ST-5706,2013-07-13,2013-07-15,2,2013,7
CA-2015-SA20830140-42083,OFF-BI-6094,2015-03-20,2015-03-23,3,2015,3
CA-2014-SA20830140-41996,OFF-BI-3185,2014-12-23,2014-12-29,6,2014,12
CG-2015-DF313533-42173,OFF-PA-6608,2015-06-18,2015-06-22,4,2015,6
SG-2014-DP3165111-41933,FUR-FU-3067,2014-10-21,2014-10-28,7,2014,10
CA-2015-SA20830140-42104,OFF-LA-3198,2015-10-04,2015-12-04,2,2015,4
CM-2014-DB336022-41935,FUR-FU-5725,2014-10-23,2014-10-27,4,2014,10
IN-2014-DP1339058-41880,OFF-BI-6405,2014-08-29,2014-02-09,4,2014,8
CA-2015-SA20830140-42083,OFF-BI-5640,2015-03-20,2015-03-23,3,2015,3
TU-2013-EB4110134-41626,OFF-AR-6117,2013-12-18,2013-12-24,6,2013,12
IN-2015-EJ141557-42230,OFF-LA-5392,2015-08-14,2015-08-18,4,2015,8
CA-2015-SA20830140-42098,OFF-AR-5631,2015-04-04,2015-06-04,2,2015,4
CA-2013-SA20830140-41451,OFF-ST-3927,2013-06-26,2013-06-30,4,2013,6
CA-2013-SA20830140-41451,OFF-BI-2928,2013-06-26,2013-06-30,4,2013,6
CA-2014-SA20830140-41996,FUR-FU-2867,2014-12-23,2014-12-29,6,2014,12
CA-2014-SA20830140-41996,FUR-FU-5984,2014-12-23,2014-12-29,6,2014,12
SF-2014-HD4785117-41832,OFF-FA-5478,2014-12-07,2014-07-17,5,2014,7
TU-2013-HZ4950134-41515,OFF-FA-3063,2013-08-29,2013-08-31,2,2013,8
CA-2015-SA20830140-42104,OFF-BI-3245,2015-10-04,2015-12-04,2,2015,4
CA-2013-SA20830140-41390,OFF-AR-3853,2013-04-26,2013-04-30,4,2013,4
IR-2012-JF529560-40988,TEC-AC-4180,2012-03-20,2012-03-25,5,2012,3
CA-2015-SC20845140-42238,OFF-ST-5663,2015-08-22,2015-08-26,4,2015,8
TU-2015-JJ5445134-42350,OFF-LA-3272,2015-12-12,2015-12-19,7,2015,12
CA-2015-SC20845140-42238,FUR-FU-3910,2015-08-22,2015-08-26,4,2015,8
ID-2015-JE15715118-42031,TEC-AC-5217,2015-01-27,2015-01-31,4,2015,1
US-2015-JW1595555-42180,OFF-FA-6196,2015-06-25,2015-06-30,5,2015,6
CA-2014-SC20845140-41955,OFF-AR-5311,2014-12-11,2014-11-16,4,2014,11
CA-2015-SC20845140-42238,OFF-PA-6082,2015-08-22,2015-08-26,4,2015,8
TU-2014-JC6105134-41690,FUR-FU-5734,2014-02-20,2014-02-27,7,2014,2
TU-2014-KF6285134-41997,OFF-ST-4028,2014-12-24,2014-12-26,2,2014,12
US-2013-SP20860140-41502,TEC-PH-3794,2013-08-16,2013-08-20,4,2013,8
US-2014-SP20860140-41968,TEC-AC-5605,2014-11-25,2014-01-12,6,2014,11
US-2014-SP20860140-41968,TEC-AC-5108,2014-11-25,2014-01-12,6,2014,11
US-2014-SP20860140-41968,FUR-CH-4416,2014-11-25,2014-01-12,6,2014,11
TU-2014-LD7005134-41718,OFF-EN-3669,2014-03-20,2014-03-24,4,2014,3
NI-2015-LW712595-42336,OFF-AR-5921,2015-11-28,2015-11-30,2,2015,11
US-2013-SP20860140-41502,FUR-FU-6225,2013-08-16,2013-08-20,4,2013,8
CA-2012-SP20860140-41270,OFF-AR-3551,2012-12-27,2012-12-29,2,2012,12
ID-2014-MG178757-41895,OFF-EN-4431,2014-09-13,2014-09-19,6,2014,9
SL-2015-MH8115112-42213,OFF-ST-6038,2015-07-28,2015-07-30,2,2015,7
CA-2013-SP20860140-41635,FUR-BO-5523,2013-12-27,2013-12-31,4,2013,12
CA-2013-SP20860140-41635,TEC-AC-5898,2013-12-27,2013-12-31,4,2013,12
CA-2015-SP20860140-42290,TEC-AC-5145,2015-10-13,2015-10-16,3,2015,10
IZ-2013-PG889561-41335,OFF-BI-4828,2013-02-03,2013-07-03,5,2013,3
ES-2013-PP1895545-41313,OFF-AR-5917,2013-08-02,2013-12-02,4,2013,2
NI-2013-PP895595-41305,TEC-AC-5195,2013-01-31,2013-04-02,4,2013,1
US-2013-SP20860140-41502,TEC-AC-5898,2013-08-16,2013-08-20,4,2013,8
CA-2013-SP20860140-41635,FUR-FU-4232,2013-12-27,2013-12-31,4,2013,12
IN-2014-PW1903058-41999,OFF-PA-6623,2014-12-26,2014-12-30,4,2014,12
US-2013-SP20860140-41502,OFF-PA-6591,2013-08-16,2013-08-20,4,2013,8
ES-2014-PT1909064-41731,OFF-FA-6203,2014-02-04,2014-07-04,5,2014,4
TU-2015-PF9120134-42137,OFF-SU-4320,2015-05-13,2015-05-20,7,2015,5
LI-2012-PM913573-41011,OFF-FA-6200,2012-12-04,2012-04-14,2,2012,4
TU-2015-RR9525134-42280,OFF-AR-3496,2015-03-10,2015-06-10,3,2015,10
CA-2015-SP20860140-42276,OFF-PA-6584,2015-09-29,2015-03-10,4,2015,9
ZA-2013-RB9570147-41429,OFF-BI-2893,2013-04-06,2013-08-06,4,2013,6
US-2012-RD1972082-41181,FUR-FU-5734,2012-09-29,2012-05-10,6,2012,9
IT-2014-RF1984091-41718,OFF-LA-5376,2014-03-20,2014-03-25,5,2014,3
MW-2015-RF984085-42231,OFF-BI-3246,2015-08-15,2015-08-19,4,2015,8
IZ-2012-SH997561-41073,OFF-BI-3253,2012-06-13,2012-06-20,7,2012,6
CA-2012-SP20860140-41257,FUR-FU-3884,2012-12-14,2012-12-20,6,2012,12
TU-2014-SC10095134-41698,OFF-ST-6058,2014-02-28,2014-07-03,7,2014,2
SA-2013-SC10260110-41538,OFF-AR-3491,2013-09-21,2013-09-27,6,2013,9
US-2013-SP20860140-41502,OFF-PA-6548,2013-08-16,2013-08-20,4,2013,8
CA-2013-SP20860140-41635,OFF-FA-6129,2013-12-27,2013-12-31,4,2013,12
US-2013-SP20860140-41502,OFF-BI-3268,2013-08-16,2013-08-20,4,2013,8
ES-2015-SC2080048-42118,OFF-LA-6045,2015-04-24,2015-04-29,5,2015,4
NI-2013-SV1093595-41542,OFF-AR-3495,2013-09-25,2013-09-29,4,2013,9
ES-2012-TB2105545-41017,OFF-BI-3247,2012-04-18,2012-04-23,5,2012,4
IR-2013-TS1120560-41452,OFF-LA-4536,2013-06-27,2013-06-28,1,2013,6
TU-2013-TB11280134-41626,OFF-PA-5871,2013-12-18,2013-12-24,6,2013,12
CA-2015-SP20860140-42068,OFF-AR-3087,2015-05-03,2015-10-03,5,2015,3
ES-2014-XP2186548-41888,OFF-AR-3538,2014-06-09,2014-08-09,2,2014,9
US-2014-AJ109455-41864,OFF-FA-3045,2014-08-13,2014-08-19,6,2014,8
US-2015-ND1837082-42357,OFF-BI-4826,2015-12-19,2015-12-23,4,2015,12
MX-2015-PF19120132-42272,OFF-PA-6615,2015-09-25,2015-09-25,0,2015,9
US-2013-PF191655-41521,OFF-LA-4554,2013-04-09,2013-06-09,2,2013,9
US-2012-DD1357098-41245,OFF-PA-4182,2012-02-12,2012-06-12,4,2012,12
MX-2013-JE1574551-41377,OFF-AR-3531,2013-04-13,2013-04-18,5,2013,4
MX-2014-RF1934528-41984,OFF-FA-2961,2014-11-12,2014-12-16,5,2014,12
MX-2014-RB1943528-41994,OFF-PA-4470,2014-12-21,2014-12-24,3,2014,12
MX-2012-CK1232593-41020,OFF-BI-2898,2012-04-21,2012-04-26,5,2012,4
MX-2015-IM1507051-42104,OFF-LA-3271,2015-10-04,2015-12-04,2,2015,4
MX-2013-NW1840082-41572,OFF-LA-3320,2013-10-25,2013-10-30,5,2013,10
MX-2013-CS1246051-41595,FUR-FU-3929,2013-11-17,2013-11-21,4,2013,11
MX-2014-HW1493593-41978,OFF-BI-4807,2014-05-12,2014-11-12,6,2014,12
MX-2015-JB1604582-42369,OFF-LA-5388,2015-12-31,2016-04-01,4,2015,12
US-2014-MG1814555-41895,OFF-FA-6194,2014-09-13,2014-09-15,2,2014,9
MX-2013-FH1436582-41558,OFF-LA-5401,2013-11-10,2013-10-14,3,2013,10
US-2015-JL1517536-42105,OFF-BI-2914,2015-11-04,2015-04-16,5,2015,4
MX-2012-RC1982582-41055,OFF-AR-6122,2012-05-26,2012-01-06,6,2012,5
US-2014-JB160005-41662,OFF-EN-5040,2014-01-23,2014-01-25,2,2014,1
MX-2013-TS2108539-41594,OFF-BI-4808,2013-11-16,2013-11-20,4,2013,11
IN-2012-AB100607-40991,OFF-FA-2953,2012-03-23,2012-03-29,6,2012,3
TU-2015-AB105134-42326,OFF-ST-4252,2015-11-18,2015-11-22,4,2015,11
CA-2013-SP20860140-41522,FUR-FU-5154,2013-05-09,2013-10-09,5,2013,9
TU-2015-AT435134-42014,OFF-SU-6181,2015-10-01,2015-01-15,5,2015,1
TU-2015-AG495134-42259,OFF-AR-6124,2015-12-09,2015-09-17,5,2015,9
TU-2013-AR510134-41457,OFF-EN-5036,2013-02-07,2013-07-07,5,2013,7
CA-2015-SP20860140-42068,OFF-EN-6362,2015-05-03,2015-10-03,5,2015,3
IN-2013-AW1084027-41444,OFF-BI-3716,2013-06-19,2013-06-23,4,2013,6
CA-2013-SP20860140-41320,OFF-PA-6473,2013-02-15,2013-02-19,4,2013,2
MD-2015-AP91583-42277,OFF-BI-3293,2015-09-30,2015-02-10,2,2015,9
ZA-2014-BF1215147-41742,OFF-EN-4923,2014-04-13,2014-04-18,5,2014,4
TU-2014-BT1440134-42000,OFF-PA-3991,2014-12-27,2015-01-01,5,2014,12
ES-2015-BT1153048-42326,OFF-LA-3300,2015-11-18,2015-11-21,3,2015,11
CA-2013-SP20860140-41522,OFF-PA-6430,2013-05-09,2013-10-09,5,2013,9
US-2013-SP20860140-41502,OFF-BI-3265,2013-08-16,2013-08-20,4,2013,8
NI-2012-BG169595-41067,FUR-FU-3947,2012-07-06,2012-11-06,4,2012,6
IR-2015-CA205560-42111,OFF-BI-3722,2015-04-17,2015-04-23,6,2015,4
CA-2013-SP20860140-41635,TEC-AC-5183,2013-12-27,2013-12-31,4,2013,12
US-2012-SS20875140-41256,TEC-AC-5605,2012-12-13,2012-12-20,7,2012,12
TU-2015-CS2355134-42101,OFF-BI-3188,2015-07-04,2015-07-04,0,2015,4
CA-2013-SS20875140-41598,FUR-BO-5527,2013-11-20,2013-11-27,7,2013,11
US-2012-SS20875140-41256,FUR-TA-4677,2012-12-13,2012-12-20,7,2012,12
SG-2014-CK2760111-41879,OFF-SU-4979,2014-08-28,2014-08-28,0,2014,8
CA-2013-SS20875140-41598,OFF-BI-4831,2013-11-20,2013-11-27,7,2013,11
CA-2013-SS20875140-41598,OFF-ST-3851,2013-11-20,2013-11-27,7,2013,11
NI-2012-DP316595-40938,OFF-EN-3103,2012-01-30,2012-04-02,5,2012,1
TU-2012-DW3195134-41200,OFF-BI-6403,2012-10-18,2012-10-22,4,2012,10
US-2014-SS20875140-41879,OFF-SU-5169,2014-08-28,2014-02-09,5,2014,8
ID-2014-DO13435102-41885,OFF-ST-6026,2014-03-09,2014-08-09,5,2014,9
US-2014-SS20875140-41879,OFF-SU-4302,2014-08-28,2014-02-09,5,2014,8
MR-2013-EH399081-41559,OFF-ST-6228,2013-12-10,2013-10-17,5,2013,10
ID-2015-ES1402059-42172,OFF-EN-5027,2015-06-17,2015-06-22,5,2015,6
CA-2015-SS20875140-42249,TEC-AC-5148,2015-02-09,2015-07-09,5,2015,9
CA-2013-SS20875140-41329,OFF-PA-3010,2013-02-24,2013-01-03,5,2013,2
ES-2013-EB1411045-41528,OFF-BI-6400,2013-11-09,2013-09-15,4,2013,9
CA-2015-SS20875140-42249,OFF-BI-3301,2015-02-09,2015-07-09,5,2015,9
NI-2015-GA451595-42334,OFF-FA-6196,2015-11-26,2015-11-30,4,2015,11
TU-2012-GB4530134-41164,OFF-SU-4974,2012-12-09,2012-09-16,4,2012,9
